Code;School_Name;Street;Suburb;State;Postcode;Postal_Street;Postal_Suburb;Postal_State;Postal_Postcode;Latitude;Longitude;Phone;Education_Region;Broad_Classification;Classification_Group;Low_Year;High_Year;KIN;PPR;Y01;Y02;Y03;Y04;Y05;Y06;UPR;Y07;Y08;Y09;Y10;Y11;Y12;USE;Total_Students
5568;SOUTHWELL PRIMARY SCHOOL;26 GRANDPRE CRESCENT;HAMILTON HILL;WA;6163;26 GRANDPRE CRESCENT;HAMILTON HILL;WA;6163;-32.09025841;115.78508329;08 9236 9400;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;8;12;9;8;10;8;8;8;;;;;;;;;71
1449;SOWILO COMMUNITY HIGH SCHOOL;UNIT 1/2, 203 RAILWAY AVENUE;KELMSCOTT;WA;6111;UNIT 1/2, 203 RAILWAY AVENUE;KELMSCOTT;WA;6111;-32.13104805;116.0098146;08 9390 1995;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;10;13;8;23;17;18;;89
5673;SPEARWOOD ALTERNATIVE SCHOOL;370 ROCKINGHAM ROAD;SPEARWOOD;WA;6163;370 ROCKINGHAM ROAD;SPEARWOOD;WA;6163;-32.10779115;115.7843999;08 9414 2000;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;14;10;13;11;14;12;16;11;;;;;;;;;101
5421;SPEARWOOD PRIMARY SCHOOL;73 GERALD STREET;SPEARWOOD;WA;6163;73 GERALD STREET;SPEARWOOD;WA;6163;-32.10148403;115.7865958;08 9414 2300;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;22;19;16;20;19;15;9;9;;;;;;;;;129
6085;SPENCER PARK EDUCATION SUPPORT CENTRE;26 HARDIE ROAD;SPENCER PARK;WA;6330;26 HARDIE ROAD;SPENCER PARK;WA;6330;-35.00554419;117.9018778;08 6821 3050;SOUTH WEST;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;5;1;6;4;4;6;4;5;;;;;;;;;35
5422;SPENCER PARK PRIMARY SCHOOL;26 HARDIE ROAD;SPENCER PARK;WA;6330;26 HARDIE ROAD;SPENCER PARK;WA;6330;-35.00554418;117.90187792;08 6821 3000;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;38;48;27;36;26;39;42;39;;;;;;;;;295
5825;SPRING HILL PRIMARY SCHOOL;50 SPRING HILL STREET;TAPPING;WA;6065;50 SPRING HILL STREET;TAPPING;WA;6065;-31.7226147;115.7932625;08 6207 3800;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;96;70;90;97;94;105;98;107;;;;;;;;;757
8126;SPRING ROAD COMMUNITY KINDERGARTEN (INC);1A SPRING ROAD;KALAMUNDA;WA;6076;1A SPRING ROAD;KALAMUNDA;WA;6076;-31.97174951;116.06115406;08 9293 3292;SOUTH METROPOLITAN;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;20;;;;;;;;;;;;;;;;20
5557;SPRINGFIELD PRIMARY SCHOOL;31 BRIDGEWATER DRIVE;KALLAROO;WA;6025;31 BRIDGEWATER DRIVE;KALLAROO;WA;6025;-31.79256944;115.75018194;08 9407 3000;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;35;30;42;34;22;27;32;11;;;;;;;;;233
1410;ST ANDREW'S CATHOLIC PRIMARY SCHOOL;60 VICTORSEN PARADE;CLARKSON;WA;6030;60 VICTORSEN PARADE;CLARKSON;WA;6030;-31.68720765;115.72186036;08 6206 4100;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;59;32;48;49;41;51;49;39;;;;;;;;;368
1374;ST ANDREW'S GRAMMAR;2 HELLENIC DRIVE;DIANELLA;WA;6059;2 HELLENIC DRIVE;DIANELLA;WA;6059;-31.87118268;115.8741054;08 9303 3840;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;29;43;43;48;54;50;45;64;;71;82;62;58;38;37;;724
1078;ST ANNE'S SCHOOL;YOUNG STREET;HARVEY;WA;6220;YOUNG STREET;HARVEY;WA;6220;-33.08300334;115.8913206;08 9782 3300;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;23;26;28;20;24;18;21;22;;;;;;;;;182
1187;ST ANTHONY'S SCHOOL;7 SERVITE TERRACE;WANNEROO;WA;6065;7 SERVITE TERRACE;WANNEROO;WA;6065;-31.74897887;115.80379819;08 9303 7500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;84;48;52;61;48;48;41;50;;;;;;;;;432
1116;ST ANTHONY'S SCHOOL;96 INNAMINCKA ROAD;GREENMOUNT;WA;6056;96 INNAMINCKA ROAD;GREENMOUNT;WA;6056;-31.89553184;116.04389261;08 9294 5500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;77;56;56;59;58;50;43;49;;;;;;;;;448
1165;ST AUGUSTINE'S PRIMARY SCHOOL;34 GLADSTONE ROAD;RIVERVALE;WA;6103;34 GLADSTONE ROAD;RIVERVALE;WA;6103;-31.9598035;115.90624131;08 9260 3200;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;24;18;28;31;29;25;29;19;;;;;;;;;203
1004;ST BENEDICT'S SCHOOL;70 ALNESS STREET;APPLECROSS;WA;6153;70 ALNESS STREET;APPLECROSS;WA;6153;-32.018476;115.839433;08 6217 3500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;86;55;47;55;38;65;42;39;;;;;;;;;427
1393;ST BERNADETTE'S CATHOLIC PRIMARY SCHOOL;252 GRAND OCEAN BOULEVARD;PORT KENNEDY;WA;6172;252 GRAND OCEAN BOULEVARD;PORT KENNEDY;WA;6172;-32.36083888;115.75614018;08 9593 4066;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;84;59;60;58;57;62;64;57;;;;;;;;;501
1097;ST BERNARD'S SCHOOL;11 KATANNING ROAD;KOJONUP;WA;6395;11 KATANNING ROAD;KOJONUP;WA;6395;-33.82759512;117.1619039;08 9831 3500;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;36;8;7;10;11;13;7;12;;;;;;;;;104
1103;ST BRIGID'S COLLEGE;200 LESMURDIE ROAD;LESMURDIE;WA;6076;200 LESMURDIE ROAD;LESMURDIE;WA;6076;-31.99663035;116.0520664;08 9290 4200;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;51;26;37;36;50;48;37;56;;103;86;76;62;74;69;;811
1115;ST BRIGID'S PRIMARY SCHOOL;20 TOODYAY ROAD;MIDDLE SWAN;WA;6056;20 TOODYAY ROAD;MIDDLE SWAN;WA;6056;-31.87563515;116.01434695;08 6216 3800;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;87;42;60;57;46;55;64;62;;;;;;;;;473
1025;ST BRIGID'S SCHOOL;130 ROE STREET;BRIDGETOWN;WA;6255;130 ROE STREET;BRIDGETOWN;WA;6255;-33.957669;116.140604;08 9764 6100;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;38;17;26;25;17;18;20;24;;;;;;;;;185
1047;ST BRIGID'S SCHOOL;205 PRINSEP STREET;COLLIE;WA;6225;205 PRINSEP STREET;COLLIE;WA;6225;-33.3481206;116.15829387;08 9735 9200;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;27;29;20;25;23;21;13;25;;;;;;;;;183
1159;ST CECILIA'S CATHOLIC PRIMARY SCHOOL;35 SUTHERLAND STREET;PORT HEDLAND;WA;6721;35 SUTHERLAND STREET;PORT HEDLAND;WA;6721;-20.30972649;118.60218962;08 9174 7000;PILBARA;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;30;26;29;29;21;20;22;17;;;;;;;;;194
1099;ST CLARE'S SCHOOL;14-16 MCCARTNEY CRESCENT;LATHLAIN;WA;6100;14-16 MCCARTNEY CRESCENT;LATHLAIN;WA;6100;-31.9711354;115.90861583;08 6254 7600;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y08;Y12;;;;;;;;;;;2;5;7;10;14;;38
1153;ST COLUMBA'S CATHOLIC PRIMARY SCHOOL;30 YORK STREET;SOUTH PERTH;WA;6151;30 YORK STREET;SOUTH PERTH;WA;6151;-31.97839416;115.86000179;08 6436 9500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;87;59;60;58;57;54;38;34;;;;;;;;;447
1013;ST COLUMBA'S SCHOOL;32 ROBERTS STREET;BAYSWATER;WA;6053;32 ROBERTS STREET;BAYSWATER;WA;6053;-31.922883;115.910649;08 9208 2705;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;96;62;55;58;58;60;53;53;;;;;;;;;495
1461;ST DAMIEN'S CATHOLIC PRIMARY SCHOOL;1 NYABING PASS;DAWESVILLE;WA;6211;1 NYABING PASS;DAWESVILLE;WA;6211;-32.62651453;115.63138147;08 9583 2500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;79;59;60;58;60;58;50;54;;;;;;;;;478
1087;ST DENIS SCHOOL;2 ORCHID STREET;JOONDANNA;WA;6060;2 ORCHID STREET;JOONDANNA;WA;6060;-31.90973888;115.84438135;08 9242 3422;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;48;31;30;31;31;28;28;29;;;;;;;;;256
1086;ST DOMINIC'S SCHOOL;95 BEATRICE STREET;INNALOO;WA;6018;95 BEATRICE STREET;INNALOO;WA;6018;-31.89441457;115.79091987;08 9449 6900;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;41;27;28;12;13;22;12;12;;;;;;;;;167
1490;ST ELIZABETH'S CATHOLIC PRIMARY SCHOOL;30 RANWORTH DRIVE;HOCKING;WA;6065;30 RANWORTH DRIVE;HOCKING;WA;6065;-31.7719113;115.81333603;08 9303 7600;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;51;31;25;21;33;25;23;10;;;;;;;;;219
1447;ST EMILIE'S CATHOLIC PRIMARY SCHOOL;151 AMHERST ROAD;CANNING VALE;WA;6155;151 AMHERST ROAD;CANNING VALE;WA;6155;-32.08151946;115.93292095;08 9256 9696;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;50;53;62;60;59;60;61;46;;;;;;;;;451
1453;ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL;1051 CONNOLLY DRIVE;BUTLER;WA;6036;1051 CONNOLLY DRIVE;BUTLER;WA;6036;-31.65368589;115.7121324;08 9562 9500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;49;58;58;56;60;61;52;57;;;;;;;;;451
1257;ST FRANCIS XAVIER PRIMARY SCHOOL;5 MAITLAND STREET;GERALDTON;WA;6530;5 MAITLAND STREET;GERALDTON;WA;6530;-28.77685819;114.61470629;08 9923 5800;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;80;57;58;60;56;32;55;59;;;;;;;;;457
1499;ST FRANCIS' SCHOOL;10 ALLOA ROAD;MADDINGTON;WA;6109;10 ALLOA ROAD;MADDINGTON;WA;6109;-32.04608954;115.98433745;08 9262 4421;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y10;Y12;;;;;;;;;;;;;11;12;10;;33
1440;ST GEORGE'S ANGLICAN GRAMMAR SCHOOL;50 WILLIAM STREET;PERTH;WA;6000;50 WILLIAM STREET;PERTH;WA;6000;-31.95409073;115.85709568;08 9312 0800;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;88;92;90;88;79;78;;515
1011;ST GERARD'S CATHOLIC PRIMARY SCHOOL;31 CHANGTON WAY;WESTMINSTER;WA;6061;31 CHANGTON WAY;WESTMINSTER;WA;6061;-31.869729;115.848544;08 6241 8500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;30;29;30;25;29;28;29;29;;;;;;;;;229
1425;ST HELENA'S CATHOLIC PRIMARY SCHOOL;55 FORTESCUE PLACE;ELLENBROOK;WA;6069;55 FORTESCUE PLACE;ELLENBROOK;WA;6069;-31.79237522;115.97601159;08 9297 7500;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;87;52;55;60;54;61;64;61;;;;;;;;;494
1122;ST HILDA'S ANGLICAN SCHOOL FOR GIRLS;BAY VIEW TERRACE;MOSMAN PARK;WA;6012;BAY VIEW TERRACE;MOSMAN PARK;WA;6012;-32.005047;115.767812;08 9285 4100;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;42;21;22;26;39;47;51;64;;121;150;131;125;147;143;;1,129
1493;ST JAMES' ANGLICAN SCHOOL;2 GRACEFUL BOULEVARD;ALKIMOS;WA;6038;2 GRACEFUL BOULEVARD;ALKIMOS;WA;6038;-31.618541;115.68637;08 6336 8330;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;60;62;59;64;63;62;63;64;;116;105;114;70;59;43;;1,004
1169;ST JEROME'S PRIMARY SCHOOL;38 TROODE STREET;LAKE COOGEE;WA;6166;38 TROODE STREET;LAKE COOGEE;WA;6166;-32.121502;115.782659;08 9499 9500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;98;72;75;74;79;64;78;75;;;;;;;;;615
1480;ST JOHN BOSCO COLLEGE;170 MONTICELLO PARKWAY;PIARA WATERS;WA;6112;170 MONTICELLO PARKWAY;PIARA WATERS;WA;6112;-32.14606715;115.92887725;08 9234 9600;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y10;79;60;60;60;60;64;58;62;;174;156;107;100;;;;1,040
1458;ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL;6 KURRAJONG BOULEVARD;BANKSIA GROVE;WA;6031;6 KURRAJONG BOULEVARD;BANKSIA GROVE;WA;6031;-31.69517618;115.8054016;08 9303 7101;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;45;26;35;40;36;32;38;37;;;;;;;;;289
1206;ST JOHN'S SCHOOL;12 TAMAR STREET;RANGEWAY;WA;6530;12 TAMAR STREET;RANGEWAY;WA;6530;-28.78351925;114.626735;08 9920 0100;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;30;28;25;30;30;23;30;25;;;;;;;;;221
1166;ST JOHN'S SCHOOL;21 LALOR STREET;SCARBOROUGH;WA;6019;21 LALOR STREET;SCARBOROUGH;WA;6019;-31.89350925;115.7669125;08 9203 3000;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;37;26;25;30;31;18;31;23;;;;;;;;;221
1158;ST JOSEPH'S CATHOLIC PRIMARY SCHOOL;46 GEORGE STREET;PINJARRA;WA;6208;46 GEORGE STREET;PINJARRA;WA;6208;-32.6307843;115.8733555;08 9530 5500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;42;30;27;23;28;22;26;22;;;;;;;;;220
1002;ST JOSEPH'S COLLEGE;MARTIN ROAD;ALBANY;WA;6330;MARTIN ROAD;ALBANY;WA;6330;-34.997944;117.902192;08 9844 0222;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;80;37;39;46;30;51;58;52;;48;70;57;58;52;41;;719
1030;ST JOSEPH'S PRIMARY SCHOOL;PARADE ROAD;BUNBURY;WA;6230;PARADE ROAD;BUNBURY;WA;6230;-33.37377642;115.6330822;08 9796 8100;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;90;55;44;57;60;64;63;65;;;;;;;;;498
1161;ST JOSEPH'S SCHOOL;140 RAILWAY PARADE;QUEENS PARK;WA;6107;140 RAILWAY PARADE;QUEENS PARK;WA;6107;-32.00565787;115.93873077;08 9251 0500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;79;60;60;61;60;64;64;64;;;;;;;;;512
1168;ST JOSEPH'S SCHOOL;51 ALTAIR STREET;SOUTHERN CROSS;WA;6426;51 ALTAIR STREET;SOUTHERN CROSS;WA;6426;-31.22952336;119.3250078;08 9049 2100;WHEATBELT;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;13;4;2;3;3;5;4;3;;;;;;;;;37
1200;ST JOSEPH'S SCHOOL;ST PETER'S WAY;WYNDHAM;WA;6740;ST PETER'S WAY;WYNDHAM;WA;6740;-15.48554463;128.1247657;08 9161 1021;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;6;4;4;5;3;5;4;5;;;;;;;;;36
1023;ST JOSEPH'S SCHOOL;240 BURT STREET;BOULDER;WA;6432;240 BURT STREET;BOULDER;WA;6432;-30.782918;121.47335;08 9093 2351;GOLDFIELDS;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;81;21;26;22;27;26;15;19;;;;;;;;;237
1118;ST JOSEPH'S SCHOOL;KINTORE STREET;MOORA;WA;6510;KINTORE STREET;MOORA;WA;6510;-30.64061007;116.001419;08 9690 8888;WHEATBELT;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;15;12;19;20;24;22;27;13;;;;;;;;;152
1139;ST JOSEPH'S SCHOOL;1 LANCE STREET;NORTHAM;WA;6401;1 LANCE STREET;NORTHAM;WA;6401;-31.65767596;116.67828221;08 9621 3500;WHEATBELT;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;66;39;50;51;62;63;62;63;;63;63;60;49;43;29;;763
1145;ST JOSEPH'S SCHOOL;GUPPY STREET;PEMBERTON;WA;6260;GUPPY STREET;PEMBERTON;WA;6260;-34.44616935;116.0353768;08 9776 1180;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;3;5;4;7;6;4;3;6;;;;;;;;;38
1098;ST JOSEPH'S SCHOOL;970 COOLIBAH DRIVE;KUNUNURRA;WA;6743;970 COOLIBAH DRIVE;KUNUNURRA;WA;6743;-15.76988667;128.7328237;08 9168 1079;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;20;19;23;19;28;19;14;11;;;;;;;;;153
1188;ST JOSEPH'S SCHOOL;MILLAR STREET;WAROONA;WA;6215;MILLAR STREET;WAROONA;WA;6215;-32.84466984;115.922516;08 9782 6500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;23;24;27;23;18;20;18;17;;;;;;;;;170
1263;ST JUDE'S CATHOLIC SCHOOL;17 BARNSTON WAY;LANGFORD;WA;6147;17 BARNSTON WAY;LANGFORD;WA;6147;-32.04434722;115.9351485;08 6350 2500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;25;28;30;24;24;30;27;22;;;;;;;;;210
1177;ST KIERAN CATHOLIC PRIMARY SCHOOL;116 TYLER STREET;TUART HILL;WA;6060;116 TYLER STREET;TUART HILL;WA;6060;-31.90272667;115.83154187;08 6383 2600;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;78;58;58;56;59;63;63;63;;;;;;;;;498
1010;ST LAWRENCE PRIMARY SCHOOL;386 ALBERT STREET;BALCATTA;WA;6021;386 ALBERT STREET;BALCATTA;WA;6021;-31.879112;115.827758;08 9344 4944;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;49;27;30;29;29;27;26;32;;;;;;;;;249
1022;ST LAWRENCE'S PRIMARY SCHOOL;350 CHAPMAN ROAD;GERALDTON;WA;6530;350 CHAPMAN ROAD;GERALDTON;WA;6530;-28.744657;114.622509;08 9968 2000;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;166;65;76;86;80;79;71;81;;;;;;;;;704
1355;ST LUKE'S CATHOLIC PRIMARY SCHOOL;17 DUFFY TERRACE;WOODVALE;WA;6026;17 DUFFY TERRACE;WOODVALE;WA;6026;-31.80201996;115.80545987;08 9306 6600;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;94;59;79;61;62;59;59;62;;;;;;;;;535
1335;ST LUKE'S COLLEGE;ROSEMARY ROAD;KARRATHA;WA;6714;ROSEMARY ROAD;KARRATHA;WA;6714;-20.75172597;116.8174458;08 9144 1081;PILBARA;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;112;104;85;65;52;47;;465
1163;ST MARIA GORETTI'S CATHOLIC SCHOOL;64 MORRISON STREET;REDCLIFFE;WA;6104;64 MORRISON STREET;REDCLIFFE;WA;6104;-31.93908153;115.94377599;08 6279 2000;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;59;53;49;59;56;48;41;47;;;;;;;;;412
1325;ST MARK'S ANGLICAN COMMUNITY SCHOOL;ST MARKS DRIVE;HILLARYS;WA;6025;ST MARKS DRIVE;HILLARYS;WA;6025;-31.79848743;115.7428728;08 9403 1300;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;50;50;58;87;96;128;128;192;;192;191;191;183;168;135;;1,849
1528;ST MARTIN DE PORRES SCHOOL;DE PLEDGE WAY;CABLE BEACH;WA;6725;DE PLEDGE WAY;CABLE BEACH;WA;6725;-17.95696068;122.21810966;08 9195 4200;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y08;Y11;;;;;;;;;;;2;4;1;3;;;10
1394;ST MARY MACKILLOP COLLEGE;COLLEGE AVENUE;WEST BUSSELTON;WA;6280;COLLEGE AVENUE;WEST BUSSELTON;WA;6280;-33.66260748;115.3302509;08 9752 7400;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;118;59;85;82;84;93;96;96;;186;192;148;143;143;100;;1,625
1038;ST MARY STAR OF THE SEA COLLEGE;JOHNSTON STREET;CARNARVON;WA;6701;JOHNSTON STREET;CARNARVON;WA;6701;-24.88555971;113.6586924;08 9941 1328;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;44;23;28;29;25;24;20;23;;31;27;14;18;16;4;;326
1157;ST MARY'S ANGLICAN GIRLS' SCHOOL;75 ELLIOTT ROAD;KARRINYUP;WA;6018;75 ELLIOTT ROAD;KARRINYUP;WA;6018;-31.87697112;115.766244;08 9341 9111;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;20;29;39;41;48;53;78;92;;179;178;176;173;192;176;;1,474
1387;ST MARY'S CATHOLIC PRIMARY SCHOOL;18 MARY STREET;BUNBURY;WA;6230;18 MARY STREET;BUNBURY;WA;6230;-33.34321035;115.6449424;08 9726 7500;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;46;30;30;30;30;30;30;30;;;;;;;;;256
1024;ST MARY'S CATHOLIC SCHOOL;KNAPP STREET;BOYUP BROOK;WA;6244;KNAPP STREET;BOYUP BROOK;WA;6244;-33.83782677;116.3858836;08 9765 1333;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;11;6;5;14;5;8;10;7;;;;;;;;;66
1227;ST MARY'S COLLEGE;3 PORT DRIVE;BROOME;WA;6725;3 PORT DRIVE;BROOME;WA;6725;-17.96107323;122.22248696;08 9194 9500;KIMBERLEY;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;60;69;57;64;55;58;63;60;;73;82;68;42;52;28;;831
1088;ST MARY'S PRIMARY SCHOOL;DUGAN STREET;KALGOORLIE;WA;6433;DUGAN STREET;KALGOORLIE;WA;6433;-30.74327964;121.4718278;08 9092 0900;GOLDFIELDS;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;47;50;57;53;53;55;49;53;;;;;;;;;417
1113;ST MARY'S SCHOOL;37 SOUTH AVENUE;MERREDIN;WA;6415;37 SOUTH AVENUE;MERREDIN;WA;6415;-31.48713246;118.27466747;08 9041 1907;WHEATBELT;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;31;15;12;13;17;24;16;18;;;;;;;;;146
1059;ST MARY'S SCHOOL;30 BENTLEY STREET;DONNYBROOK;WA;6239;30 BENTLEY STREET;DONNYBROOK;WA;6239;-33.57519912;115.818426;08 97324700;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;15;19;21;18;22;10;12;21;;;;;;;;;138
1141;ST MARY'S SCHOOL;26 MARY STREET;NORTHAMPTON;WA;6535;P O BOX 138;NORTHAMPTON;WA;6535;-28.35047262;114.62959768;08 9996 7100;MIDWEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;5;7;14;11;8;13;6;11;;;;;;;;;75
1131;ST MATTHEW'S SCHOOL;9 GLYDE STREET;NARROGIN;WA;6312;9 GLYDE STREET;NARROGIN;WA;6312;-32.93530913;117.17448584;08 9853 9500;WHEATBELT;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;18;14;17;29;26;24;26;22;;;;;;;;;176
1012;ST MICHAEL'S SCHOOL;3 JAMES STREET;BASSENDEAN;WA;6054;3 JAMES STREET;BASSENDEAN;WA;6054;-31.905456;115.949922;08 6278 9888;NORTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;36;31;26;31;31;27;31;22;;;;;;;;;235
1028;ST MICHAEL'S SCHOOL;11-13 SOMMERS ROAD;BRUNSWICK JUNCTION;WA;6224;11-13 SOMMERS ROAD;BRUNSWICK JUNCTION;WA;6224;-33.25458537;115.837794;08 9726 1317;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;11;15;9;16;6;12;10;9;;;;;;;;;88
1073;ST MUNCHIN'S CATHOLIC SCHOOL;1 ISDELL PLACE;GOSNELLS;WA;6110;1 ISDELL PLACE;GOSNELLS;WA;6110;-32.08196889;115.98733987;08 9234 7555;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;75;55;55;54;55;48;41;49;;;;;;;;;432
1162;ST NORBERT COLLEGE;135 TREASURE ROAD;QUEENS PARK;WA;6107;135 TREASURE ROAD;QUEENS PARK;WA;6107;-32.00436432;115.9403443;08 9350 5433;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;Y07;Y12;;;;;;;;;;168;159;161;158;134;137;;917
1066;ST PATRICK'S PRIMARY SCHOOL;8 ELLEN STREET;FREMANTLE;WA;6160;8 ELLEN STREET;FREMANTLE;WA;6160;-32.05135647;115.7486458;08 9239 1100;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y06;17;18;21;10;14;27;20;30;;;;;;;;;157
